,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
8632,12711858,,,,3.0,3.0,,4.0,3.0,,,1792.0,1792.0,,,,,6037,,3.0,,,,7.0,33761030,-118388478,491282.0,,,,,,010D,269,RERPD8U*,60376704.061,33727.0,3101,,96121.0,0.0,,,,1.0,,,1972.0,,,160713.0,309828.0,2015,149115.0,3637.6,,,6.0376704061e+13
8633,12711958,,,,3.0,5.0,,4.0,3.0,,,2374.0,2374.0,,,,,6037,,3.0,,,,2.0,33773657,-118388340,9240.0,,,,,,0100,261,RPRS10000*,60376704.073,54053.0,3101,,96122.0,0.0,,,,1.0,,,1972.0,,,100021.0,150385.0,2015,50364.0,2411.86,,,6.0376704073e+13
8634,12712058,,,,3.0,2.0,,1.0,3.0,,,1704.0,1704.0,,,,,6037,,3.0,,,,2.0,33763002,-118390102,2042.0,1.0,,,,1.0,010C,266,RERPD6U*,60376704.061,33727.0,3101,,96121.0,0.0,,,,1.0,,,1978.0,,,276445.0,435398.0,2015,158953.0,5426.03,,,6.0376704061e+13
8635,12712365,1.0,,,4.0,4.0,,1.0,4.0,,,3742.0,3742.0,,,,,6037,,4.0,,,,2.0,33770198,-118384383,10642.0,1.0,,,,1.0,0101,261,RPRS10000*,60376704.073,54053.0,3101,,96122.0,0.0,,,,1.0,,,1985.0,,,255769.0,1370631.0,2015,1114862.0,15650.5,,,6.0376704073e+13
8636,12712618,,,,2.0,3.0,,4.0,2.0,,,1800.0,1800.0,,,,,6037,,2.0,,,,2.0,33780195,-118367237,7496.0,,,,,,0100,261,RPRS10000*,60376704.031,54053.0,3101,,96122.0,0.0,,,,1.0,,,1965.0,,,65458.0,121940.0,2015,56482.0,2074.93,,,6.0376704031e+13
8637,12712987,,,,3.0,4.0,,4.0,3.0,,,2148.0,2148.0,,,,,6037,,3.0,,,,2.0,33775512,-118365129,8221.0,,,,,,0100,261,RPRS10000*,60376704.031,54053.0,3101,,96122.0,0.0,,,,1.0,,,1965.0,,,214804.0,1074028.0,2015,859224.0,12365.04,,,6.0376704031e+13
8638,12713110,,,,3.0,4.0,,4.0,3.0,,,2148.0,2148.0,,,,,6037,,3.0,,,,2.0,33777334,-118362555,11653.0,,,,,,0100,261,RERA7000*,60376704.031,33727.0,3101,,96122.0,0.0,,,,1.0,,,1966.0,,,209000.0,1046000.0,2015,837000.0,12883.6,,,6.0376704031e+13
8639,12713156,,,,3.0,6.0,,4.0,3.0,,,2768.0,2768.0,,,,,6037,,3.0,,,,2.0,33772611,-118361430,21320.0,,,,,,0100,261,RPRS10000*,60376704.031,33727.0,3101,,96122.0,0.0,,,,1.0,,,1966.0,,,240146.0,1200743.0,2015,960597.0,13789.02,,,6.0376704031e+13
8640,12713256,,,,3.0,4.0,,4.0,3.0,,,3308.0,3308.0,,,,,6037,,3.0,,,,2.0,33769870,-118363371,8825.0,,,,,,0100,261,RPRS10000*,60376704.031,33727.0,3101,,96122.0,0.0,,,,1.0,,,1967.0,,,390601.0,951534.0,2015,560933.0,13443.23,,,6.0376704031e+13
8641,12713601,,,,2.0,2.0,,4.0,2.0,,,1494.0,1494.0,,,,,6037,,2.0,,,,2.0,33778840,-118387727,520034.0,1.0,,,,1.0,010D,269,RPRM5400*,60376704.071,54053.0,3101,,96122.0,0.0,,,,1.0,,,1975.0,,,287532.0,632387.0,2015,344855.0,7498.34,,,6.0376704071e+13
8642,12713701,,,,2.0,2.0,,4.0,2.0,,,1140.0,1140.0,,,,,6037,,2.0,,,,2.0,33777983,-118386133,278260.0,1.0,,,,1.0,010D,269,RPRM5400*,60376704.071,54053.0,3101,,96122.0,0.0,,,,1.0,,,1973.0,,,142800.0,525000.0,2015,382200.0,6311.34,,,6.0376704071e+13
8643,12713801,,,,3.0,3.0,,4.0,3.0,,,1595.0,1595.0,,,,,6037,,3.0,,,,2.0,33777930,-118385038,272623.0,1.0,,,,1.0,010D,269,RPRM5400*,60376704.071,54053.0,3101,,96122.0,0.0,,,,1.0,,,1974.0,,,148887.0,260594.0,2015,111707.0,3562.3,,,6.0376704071e+13
8644,12714361,,,,3.0,4.0,,4.0,3.0,,,3927.0,3927.0,,,,,6037,,3.0,,,,2.0,33759064,-118404441,18157.0,1.0,,,,1.0,0101,261,RPRAIA,60376704.162,54053.0,3101,,96122.0,0.0,,,,1.0,,,1971.0,,,175791.0,244516.0,2015,68725.0,3119.96,,,6.0376704162e+13
8645,12714753,,,,3.0,5.0,,4.0,3.0,,,3260.0,3260.0,,,,,6037,,3.0,,,,2.0,33748156,-118394021,11898.0,,,,,,0100,261,RPRAIA,60376704.162,54053.0,3101,,96122.0,0.0,,,,1.0,,,1968.0,,,161745.0,283298.0,2015,121553.0,3896.85,,,6.0376704162e+13
8646,12715109,,,,2.0,2.0,,4.0,2.0,,,1483.0,1483.0,,,,,6037,,2.0,,,,2.0,33777700,-118382000,31905.0,1.0,,,,1.0,010C,266,RPRM2000*,60376704.071,54053.0,3101,,96122.0,0.0,,,,1.0,,,1973.0,,,234225.0,435457.0,2015,201232.0,5373.09,,,6.0376704071e+13
8647,12715715,,,,2.0,3.0,,7.0,2.0,,,1582.0,1582.0,,,,,6037,,2.0,,,,7.0,33956393,-118082941,6484.0,,,,,,0100,261,SSR1YY,60375027.005,13716.0,3101,,96201.0,0.0,,,,1.0,,,1916.0,,,93325.0,157916.0,2015,64591.0,2387.24,,,6.0375027005e+13
8648,12715861,1.0,,,2.0,3.0,,7.0,2.0,,,1470.0,1470.0,,,,,6037,,2.0,,,,2.0,33959116,-118081243,6189.0,,,,,,0100,261,SSR1YY,60375027.002,13716.0,3101,,96201.0,0.0,,,,1.0,,,1936.0,,,122652.0,243920.0,2015,121268.0,3478.96,,,6.0375027002e+13
8649,12715907,,,,1.0,2.0,,7.0,1.0,,,870.0,870.0,,,,,6037,,1.0,,,,7.0,33958073,-118081660,6256.0,,,,,,0100,261,SSR1YY,60375027.005,13716.0,3101,,96201.0,0.0,,,,1.0,,,1956.0,,,25681.0,39322.0,2015,13641.0,957.29,,,6.0375027005e+13
8650,12716007,1.0,,,2.0,3.0,,7.0,2.0,,,1323.0,1323.0,,,,,6037,,2.0,,,,2.0,33959775,-118078945,5433.0,,,,,,0100,261,SSR1YY,60375027.002,13716.0,3101,,96201.0,0.0,,,,1.0,,,1956.0,,,82964.0,251971.0,2015,169007.0,3564.33,,,6.0375027002e+13
8651,12716207,,,,1.0,2.0,,7.0,1.0,,,834.0,834.0,,,,,6037,,1.0,,,,7.0,33956846,-118078139,4862.0,,,,,,0100,261,SSR1YY,60375027.005,13716.0,3101,,96201.0,0.0,,,,1.0,,,1950.0,,,105282.0,348976.0,2015,243694.0,4687.05,,,6.0375027005e+13
8652,12716307,,,,1.0,3.0,,7.0,1.0,,,1190.0,1190.0,,,,,6037,,1.0,,,,7.0,33954536,-118075969,5015.0,,,,,,0100,261,SSR1YY,60375027.002,13716.0,3101,,96201.0,0.0,,,,1.0,,,1950.0,,,29963.0,48295.0,2015,18332.0,1071.0,,,6.0375027002e+13
8653,12716434,,,,1.0,3.0,,7.0,1.0,,,1086.0,1086.0,,,,,6037,,1.0,,,,7.0,33952756,-118076536,5551.0,,,,,,0100,261,SSR1YY,60375027.004,13716.0,3101,,96201.0,0.0,,,,1.0,,,1951.0,,,101998.0,315173.0,2015,213175.0,5518.39,,,6.0375027004e+13
8654,12716534,,,,2.0,3.0,,7.0,2.0,,,1523.0,1523.0,,,,,6037,,2.0,,,,7.0,33952032,-118079967,5490.0,,,,,,0100,261,SSR1YY,60375027.004,13716.0,3101,,96201.0,0.0,,,,1.0,,,1951.0,,,80068.0,109847.0,2015,29779.0,1866.83,,,6.0375027004e+13
8655,12716671,1.0,,,3.0,2.0,,4.0,3.0,,,1296.0,1296.0,,,,,6037,,3.0,,,,2.0,33949800,-118083000,1212.0,1.0,,,,1.0,010D,269,SSR3PD*,60375027.003,13716.0,3101,,96201.0,0.0,,,,1.0,,,1983.0,,,122000.0,324000.0,2015,202000.0,4469.52,,,6.0375027003e+13
8656,12717043,,,,1.0,3.0,,7.0,1.0,,,1224.0,1224.0,,,,,6037,,1.0,,,,7.0,33952701,-118083116,6122.0,,,,,,0100,261,SSR1YY,60375027.004,13716.0,3101,,96201.0,0.0,,,,1.0,,,1950.0,,,79416.0,143624.0,2015,64208.0,2339.95,,,6.0375027004e+13
8657,12717143,,,,1.0,3.0,,7.0,1.0,,,1078.0,1078.0,,,,,6037,,1.0,,,,7.0,33949524,-118084929,5111.0,,,,,,0100,261,SSR1YY,60375027.003,13716.0,3101,,96201.0,0.0,,,,1.0,,,1950.0,,,135110.0,306093.0,2015,170983.0,4253.29,,,6.0375027003e+13
8658,12717243,,,,1.0,2.0,,7.0,1.0,,,1078.0,1078.0,,,,,6037,,1.0,,,,7.0,33948893,-118085290,5107.0,,,,,,0100,261,SSR1YY,60375027.003,13716.0,3101,,96201.0,0.0,,,,1.0,,,1950.0,,,85084.0,213888.0,2015,128804.0,3160.66,,,6.0375027003e+13
8659,12717389,,,,1.0,2.0,,7.0,1.0,,,1071.0,1071.0,,,,,6037,,1.0,,,,7.0,33953577,-118086185,5021.0,,,,,,0100,261,SSR1YY,60375027.001,13716.0,3101,,96201.0,0.0,,,,1.0,,,1950.0,,,81215.0,259294.0,2015,178079.0,3568.97,,,6.0375027001e+13
8660,12717680,,,,2.0,3.0,,7.0,2.0,,,1078.0,1078.0,,,,,6037,,2.0,,,,2.0,33946293,-118091069,11440.0,,,,,,0100,261,SSR1YY,60375028.011,13716.0,3101,,96201.0,0.0,,,,1.0,,,1953.0,,,35264.0,56655.0,2015,21391.0,1244.1,,,6.0375028011e+13
8661,12717941,,,,2.0,3.0,,7.0,2.0,,,1308.0,1308.0,,,,,6037,,2.0,,,,7.0,33943525,-118090478,5675.0,,,,,,0100,261,SSR1YY,60375028.012,13716.0,3101,,96201.0,0.0,,,,1.0,,,1952.0,,,132000.0,392000.0,2015,260000.0,5317.35,,,6.0375028012e+13
8662,12718110,,,,2.0,3.0,,7.0,2.0,,,1295.0,1295.0,,,,,6037,,2.0,,,,7.0,33940206,-118093307,5369.0,,,,,,0100,261,SSR1*,60375028.012,13716.0,3101,,96201.0,0.0,,,,1.0,,,1952.0,,,34449.0,55429.0,2015,20980.0,1212.31,,,6.0375028012e+13
8663,12718448,,,,1.0,3.0,,7.0,1.0,,,1000.0,1000.0,,,,,6037,,1.0,,,,7.0,33945397,-118088859,5400.0,,,,,,0100,261,SSR1*,60375028.014,13716.0,3101,,96201.0,0.0,,,,1.0,,,1950.0,,,71000.0,373000.0,2015,302000.0,5352.36,,,6.0375028014e+13
8664,12718517,,,,2.0,2.0,,7.0,2.0,,,1180.0,1180.0,,,,,6037,,2.0,,,,7.0,33938418,-118087412,5757.0,,,,,,0100,261,SSR1YY,60375028.014,13716.0,3101,,96201.0,0.0,,,,1.0,,,1952.0,,,34396.0,56810.0,2015,22414.0,1224.86,Y,14.0,6.0375028014e+13
8665,12718678,,,,2.0,3.0,,7.0,2.0,,,1328.0,1328.0,,,,,6037,,2.0,,,,7.0,33940129,-118083858,7411.0,,,,,,0100,261,SSR1YY,60375028.015,13716.0,3101,,96201.0,0.0,,,,1.0,,,1955.0,,,36693.0,60538.0,2015,23845.0,1209.28,,,6.0375028015e+13
8666,12718778,,,,1.0,3.0,,7.0,1.0,,,1047.0,1047.0,,,,,6037,,1.0,,,,7.0,33942563,-118083767,5199.0,,,,,,0100,261,SSR1DY,60375028.015,13716.0,3101,,96201.0,0.0,,,,1.0,,,1951.0,,,83144.0,277157.0,2015,194013.0,3827.12,,,6.0375028015e+13
8667,12720224,,,,1.0,3.0,,7.0,1.0,,,917.0,917.0,,,,,6037,,1.0,,,,7.0,33929123,-118079003,4967.0,,,,,,0100,261,NOR1YY,60375501.006,53636.0,3101,,96193.0,0.0,,,,1.0,,,1949.0,,,70942.0,139242.0,2015,68300.0,2113.21,,,6.0375501006e+13
8668,12720347,,,,3.0,3.0,,4.0,3.0,,,1366.0,1366.0,,,,,6037,,3.0,,,,2.0,33927270,-118080627,2922.0,,,,,,010D,269,NOSP2*,60375501.006,53636.0,3101,,96193.0,0.0,,,,1.0,,,1983.0,,,158019.0,260752.0,2015,102733.0,3488.69,,,6.0375501006e+13
8669,12720447,,,,2.0,3.0,,7.0,2.0,,,1274.0,1274.0,,,,,6037,,2.0,,,,7.0,33926328,-118077184,5127.0,,,,,,0100,261,NOR1*,60375501.003,53636.0,3101,,96193.0,0.0,,,,1.0,,,1949.0,,,86000.0,387000.0,2015,301000.0,4914.63,,,6.0375501003e+13
8670,12720670,,,,1.0,3.0,,7.0,1.0,,,1065.0,1065.0,,,,,6037,,1.0,,,,7.0,33926923,-118073677,6822.0,,,,,,0100,261,NOR1YY,60375501.002,53636.0,3101,,96193.0,0.0,,,,1.0,,,1949.0,,,21190.0,39117.0,2015,17927.0,859.23,,,6.0375501002e+13
8671,12720770,,,,1.0,2.0,,7.0,1.0,,,768.0,768.0,,,,,6037,,1.0,,,,7.0,33924157,-118075485,5020.0,,,,,,0100,261,NOR1YY,60375501.003,53636.0,3101,,96193.0,0.0,,,,1.0,,,1949.0,,,58947.0,187976.0,2015,129029.0,2998.95,,,6.0375501003e+13
8672,12720870,1.0,,,2.0,3.0,,7.0,2.0,,,1552.0,1552.0,,,,,6037,,2.0,,,,2.0,33924878,-118078332,5281.0,1.0,,,,1.0,0101,261,NOR1YY,60375501.003,53636.0,3101,,96193.0,0.0,,,,1.0,,,1949.0,,,109416.0,187858.0,2015,78442.0,2717.4,,,6.0375501003e+13
8673,12721100,,,,1.0,3.0,,7.0,1.0,,,1047.0,1047.0,,,,,6037,,1.0,,,,7.0,33931017,-118084519,4756.0,,,,,,0100,261,NOR1*,60375502.011,53636.0,3101,,96193.0,0.0,,,,1.0,,,1955.0,,,33376.0,64353.0,2015,30977.0,1149.58,Y,15.0,6.0375502011e+13
8674,12721254,,,,2.0,4.0,,7.0,2.0,,,1760.0,1760.0,,,,,6037,,2.0,,,,7.0,33926082,-118082996,5338.0,,,,,,0100,261,NOR1YY,60375502.012,53636.0,3101,,96193.0,0.0,,,,1.0,,,1953.0,,,132669.0,229337.0,2015,96668.0,3136.28,,,6.0375502012e+13
8675,12721492,1.0,,,3.0,4.0,,4.0,3.0,,,2435.0,2435.0,,,,,6037,,3.0,,,,2.0,33932287,-118088160,7557.0,,,,,,0100,261,SSR1YY,60375028.013,13716.0,3101,,96201.0,0.0,,,,1.0,,,1952.0,,,200562.0,224612.0,2015,24050.0,3226.6,,,6.0375028013e+13
8676,12722662,,,,1.0,3.0,,7.0,1.0,,,1051.0,1051.0,,,,,6037,,1.0,,,,7.0,33932222,-118091974,5130.0,,,,,,0100,261,DOR105,60375504.001,4406.0,3101,,96101.0,0.0,,,,1.0,,,1952.0,,,126409.0,349345.0,2015,222936.0,4481.94,,,6.0375504001e+13
8677,12722716,,,,1.0,3.0,,7.0,1.0,,,1020.0,1020.0,,,,,6037,,1.0,,,,7.0,33933888,-118092814,5060.0,,,,,,0100,261,DOR105,60375504.001,4406.0,3101,,96101.0,0.0,,,,1.0,,,1952.0,,,112577.0,233371.0,2015,120794.0,3024.63,,,6.0375504001e+13
8678,12722869,,,,2.0,3.0,,7.0,2.0,,,1852.0,1852.0,,,,,6037,,2.0,,,,7.0,33929068,-118098718,6541.0,,,,,,0100,261,NOR15*,60375503.004,53636.0,3101,,96193.0,0.0,,,,1.0,,,1952.0,,,128999.0,233475.0,2015,104476.0,3194.48,,,6.0375503004e+13
8679,12723038,,,,2.0,3.0,,7.0,2.0,,,1190.0,1190.0,,,,,6037,,2.0,,,,7.0,33932957,-118102042,6220.0,,,,,,0100,261,DOR105,60375504.001,4406.0,3101,,96101.0,0.0,,,,1.0,,,1950.0,,,143000.0,396000.0,2015,253000.0,5268.04,,,6.0375504001e+13
8680,12723288,,,,1.0,2.0,,7.0,1.0,,,941.0,941.0,,,,,6037,,1.0,,,,7.0,33923738,-118105250,5672.0,,,,,,0100,261,NOR105,60375503.007,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,96138.0,215160.0,2015,119022.0,2923.45,,,6.0375503007e+13
8681,12723311,,,,2.0,2.0,,7.0,2.0,,,1182.0,1182.0,,,,,6037,,2.0,,,,7.0,33923253,-118107479,5601.0,,,,,,0100,261,NOR15000*,60375503.007,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,104547.0,362091.0,2015,257544.0,4844.32,,,6.0375503007e+13
8682,12723380,1.0,,,1.0,2.0,,7.0,1.0,,,1072.0,1072.0,,,,,6037,,1.0,,,,2.0,33921890,-118106393,6785.0,,,,,,0100,261,NOR105,60375503.007,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,33001.0,50521.0,2015,17520.0,956.78,,,6.0375503007e+13
8683,12723733,,,,1.0,3.0,,7.0,1.0,,,1054.0,1054.0,,,,,6037,,1.0,,,,7.0,33926680,-118094154,5741.0,,,,,,0100,261,NOR105,60375503.002,53636.0,3101,,96193.0,0.0,,,,1.0,,,1952.0,,,75321.0,240545.0,2015,165224.0,3322.07,,,6.0375503002e+13
8684,12723833,,,,1.0,3.0,,7.0,1.0,,,1038.0,1038.0,,,,,6037,,1.0,,,,7.0,33924335,-118098016,5021.0,,,,,,0100,261,NOR15000*,60375503.002,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,132396.0,306473.0,2015,174077.0,4018.34,,,6.0375503002e+13
8685,12723956,,,,3.0,4.0,,7.0,3.0,,,1748.0,1748.0,,,,,6037,,3.0,,,,7.0,33922944,-118095278,4951.0,,,,,,0100,261,NOR105,60375503.002,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,77130.0,93424.0,2015,16294.0,1523.8,,,6.0375503002e+13
8686,12724056,1.0,,,4.0,5.0,,7.0,4.0,,,2666.0,2666.0,,,,,6037,,4.0,,,,2.0,33927406,-118091781,6146.0,,,,,,0100,261,NOR105,60375503.002,53636.0,3101,,96193.0,0.0,,,,1.0,,,1952.0,,,248698.0,319933.0,2015,71235.0,4250.34,,,6.0375503002e+13
8687,12724225,,,,1.0,3.0,,7.0,1.0,,,1038.0,1038.0,,,,,6037,,1.0,,,,7.0,33922464,-118093453,4909.0,,,,,,0100,261,NOR105,60375502.021,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,115882.0,281766.0,2015,165884.0,3807.26,,,6.0375502021e+13
8688,12724271,1.0,,,1.0,3.0,,7.0,1.0,,,1038.0,1038.0,,,,,6037,,1.0,,,,2.0,33924648,-118091511,4955.0,,,,,,0100,261,NOR105,60375502.023,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,40764.0,65252.0,2015,24488.0,1241.56,,,6.0375502023e+13
8689,12724394,,,,1.0,3.0,,7.0,1.0,,,1130.0,1130.0,,,,,6037,,1.0,,,,7.0,33922559,-118091839,4975.0,,,,,,0100,261,NOR105,60375502.024,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,25681.0,41564.0,2015,15883.0,883.52,,,6.0375502024e+13
8690,12724693,,,,1.0,3.0,,7.0,1.0,,,1519.0,1519.0,,,,,6037,,1.0,,,,7.0,33922303,-118088126,5411.0,,,,,,0100,261,NOR105,60375502.024,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,74508.0,248700.0,2015,174192.0,3437.71,,,6.0375502024e+13
8691,12724793,,,,1.0,3.0,,7.0,1.0,,,1068.0,1068.0,,,,,6037,,1.0,,,,7.0,33920880,-118085513,6413.0,1.0,,,,1.0,0101,261,NOR105,60375502.022,53636.0,3101,,96193.0,0.0,,,,1.0,,,1951.0,,,55846.0,279135.0,2015,223289.0,3784.13,,,6.0375502022e+13
8692,12725193,,,,2.0,3.0,,7.0,2.0,,,1088.0,1088.0,,,,,6037,,2.0,,,,7.0,33924184,-118072328,5096.0,,,,,,0100,261,NOR105,60375501.003,53636.0,3101,,96193.0,0.0,,,,1.0,,,1949.0,,,25064.0,41358.0,2015,16294.0,830.84,,,6.0375501003e+13
8693,12725293,,,,2.0,3.0,,7.0,2.0,,,1064.0,1064.0,,,,,6037,,2.0,,,,7.0,33922489,-118072870,5465.0,,,,,,0100,261,NOR105,60375501.004,53636.0,3101,,96193.0,0.0,,,,1.0,,,1952.0,,,157399.0,332156.0,2015,174757.0,4407.61,,,6.0375501004e+13
8694,12725516,,,,1.0,2.0,,7.0,1.0,,,964.0,964.0,,,,,6037,,1.0,,,,7.0,33923385,-118077497,5461.0,,,,,,0100,261,NOR15000*,60375501.004,53636.0,3101,,96193.0,0.0,,,,1.0,,,1949.0,,,84000.0,360000.0,2015,276000.0,4587.14,,,6.0375501004e+13
8695,12726184,,,,2.0,3.0,,7.0,2.0,,,1205.0,1205.0,,,,,6037,,2.0,,,,7.0,33918160,-118070755,5127.0,,,,,,0100,261,NOR1PF*,60375501.005,53636.0,3101,,96193.0,0.0,,,,1.0,,,1955.0,,,118574.0,313311.0,2015,194737.0,4189.54,,,6.0375501005e+13
8696,12726343,,,,2.0,5.0,,7.0,2.0,,,1706.0,,,1706.0,,,6037,,2.0,,,,,33928928,-118053636,12116.0,,,,,,0200,246,LCA1*,60375030.001,118225.0,3101,,96173.0,0.0,,,,2.0,,,1953.0,,,68346.0,151473.0,2015,83127.0,5706.58,,,6.0375030001e+13
8697,12726847,,,,4.0,6.0,,4.0,4.0,,,3073.0,,,3073.0,,,6037,,4.0,,,,,33922299,-118051745,32378.0,,,,,,0200,246,LCA1*,60375030.003,118225.0,3101,,96173.0,0.0,,,,2.0,,,1950.0,,,329409.0,396674.0,2015,67265.0,5404.24,,,6.0375030003e+13
8698,12726970,,,,1.0,2.0,,7.0,1.0,,,811.0,811.0,,,,,6037,,1.0,,,,7.0,33922594,-118046107,12711.0,,,,,,0100,261,LCA1*,60375030.002,118225.0,3101,,96173.0,0.0,,,,1.0,,,1948.0,,,21190.0,43803.0,2015,22613.0,877.02,,,6.0375030002e+13
8699,12727223,,,,1.0,2.0,,7.0,1.0,,,732.0,732.0,,,,,6037,,1.0,,,,7.0,33918907,-118053201,9458.0,,,,,,0100,261,LCA1YY,60375030.003,118225.0,3101,,96173.0,0.0,,,,1.0,,,1953.0,,,19354.0,39728.0,2015,20374.0,815.12,,,6.0375030003e+13
8700,12727458,,,,2.0,3.0,,7.0,2.0,,,1355.0,,,1355.0,,,6037,,2.0,,,,,33922867,-118044103,15437.0,,,,,,0200,246,LCA1*,60375031.041,118225.0,3101,,96173.0,0.0,,,,2.0,,,1930.0,,,170555.0,631064.0,2015,460509.0,8002.63,,,6.0375031041e+13
8701,12727527,,,,2.0,3.0,,7.0,2.0,,,1526.0,1526.0,,,,,6037,,2.0,,,,2.0,33922310,-118041563,9661.0,,,,,,0100,261,LCA1YY,60375031.041,118225.0,3101,,96173.0,0.0,,,,1.0,,,1952.0,,,106192.0,179325.0,2015,73133.0,2572.82,,,6.0375031041e+13
8702,12727826,,,,1.0,3.0,,7.0,1.0,,,1111.0,1111.0,,,,,6037,,1.0,,,,7.0,33918223,-118039293,5180.0,,,,,,0100,261,LCA1*,60375031.042,118225.0,3101,,96173.0,0.0,,,,1.0,,,1955.0,,,66495.0,127999.0,2015,61504.0,1849.22,,,6.0375031042e+13
8703,12728508,,,,1.0,3.0,,7.0,1.0,,,1754.0,1754.0,,,,,6037,,1.0,,,,7.0,33930366,-118038773,6341.0,,,,,,0100,261,LCR1YY,60375031.031,118225.0,3101,,96173.0,0.0,,,,1.0,,,1952.0,,,136300.0,456000.0,2015,319700.0,6038.19,,,6.0375031031e+13
8704,12728731,1.0,,,3.0,4.0,,7.0,3.0,,,1672.0,1672.0,,,,,6037,,3.0,,,,2.0,33928995,-118042531,8034.0,1.0,,,,1.0,0101,261,LCR1YY,60375031.033,118225.0,3101,,96173.0,0.0,,,,1.0,,,1950.0,,,219368.0,300547.0,2015,81179.0,3989.94,,,6.0375031033e+13
8705,12729074,,,,2.0,3.0,,7.0,2.0,,,1806.0,1806.0,,,,,6037,,2.0,,,,7.0,33925240,-118031220,10082.0,1.0,,,,1.0,0101,261,LCR1*,60375031.052,118225.0,3101,,96172.0,0.0,,,,1.0,,,1953.0,,,130504.0,396444.0,2015,265940.0,5131.2,,,6.0375031052e+13
8706,12729197,1.0,,,2.0,4.0,,7.0,2.0,,,1476.0,1476.0,,,,,6037,,2.0,,,,2.0,33927184,-118028808,8342.0,,,,,,0100,261,LCR1*,60375031.052,118225.0,3101,,96172.0,0.0,,,,1.0,,,1953.0,,,39435.0,68787.0,2015,29352.0,1177.4,,,6.0375031052e+13
8707,12729488,,,,3.0,2.0,,7.0,3.0,,,1461.0,1461.0,,,,,6037,,3.0,,,,2.0,33922600,-118033000,86426.0,1.0,,,,1.0,010C,266,LCR3*,60375031.052,118225.0,3101,,96172.0,0.0,,,,1.0,,,1985.0,,,111431.0,166856.0,2015,55425.0,2272.86,,,6.0375031052e+13
8708,12729847,,,,1.0,2.0,,7.0,1.0,,,1061.0,1061.0,,,,,6037,,1.0,,,,7.0,33917743,-118032451,6678.0,,,,,,0100,261,LCA1*,60375031.051,118225.0,3101,,96172.0,0.0,,,,1.0,,,1946.0,,,73336.0,130782.0,2015,57446.0,431.27,,,6.0375031051e+13
8709,12730406,,,,1.0,3.0,,7.0,1.0,,,1045.0,1045.0,,,,,6037,,1.0,,,,7.0,33921302,-118021115,5896.0,,,,,,0100,261,LCRA06,60375031.061,118225.0,3101,,96172.0,0.0,,,,1.0,,,1954.0,,,71000.0,355000.0,2015,284000.0,5105.58,,,6.0375031061e+13
8710,12730506,,,,1.0,3.0,,7.0,1.0,,,1114.0,1114.0,,,,,6037,,1.0,,,,7.0,33918922,-118018799,6499.0,,,,,,0100,261,LCRA06,60375031.061,118225.0,3101,,96172.0,0.0,,,,1.0,,,1956.0,,,26698.0,55238.0,2015,28540.0,1013.02,,,6.0375031061e+13
8711,12730629,,,,1.0,3.0,,7.0,1.0,,,1114.0,1114.0,,,,,6037,,1.0,,,,7.0,33919616,-118016228,6357.0,,,,,,0100,261,LCRA06,60375031.061,118225.0,3101,,96172.0,0.0,,,,1.0,,,1956.0,,,95444.0,218003.0,2015,122559.0,2970.61,,,6.0375031061e+13
8712,12730944,1.0,,,2.0,3.0,,7.0,2.0,,,1071.0,1071.0,,,,,6037,,2.0,,,,2.0,33920932,-118013046,6678.0,,,,,,0100,261,LMR1*,60375036.012,5465.0,3101,,96190.0,0.0,,,,1.0,,,1958.0,,,79621.0,273226.0,2015,193605.0,3617.26,,,6.0375036012e+13
